Unnamed: 0,max_concurrent_tasks,aggregation_queries_count,total_queries_count,ts_submit,ts_submit_dt,standard_queries_count,first_name_queries_count,last_name_queries_count,country_queries_count,other_queries_count
100,1,1,20,1159819830716,2006-10-02 20:10:30.716,19,7,4,4,4
101,1,2,20,1159820002716,2006-10-02 20:13:22.716,18,5,4,4,5
102,1,1,20,1159820214716,2006-10-02 20:16:54.716,19,6,4,4,5
103,1,1,10,1159820627716,2006-10-02 20:23:47.716,9,4,2,2,1
104,1,1,10,1159832513716,2006-10-02 23:41:53.716,9,2,2,2,3
105,1,1,20,1159837754716,2006-10-03 01:09:14.716,19,5,4,4,6
106,1,1,10,1159840320716,2006-10-03 01:52:00.716,9,3,2,2,2
107,1,1,10,1159840428716,2006-10-03 01:53:48.716,9,1,2,2,4
108,1,1,10,1159841885716,2006-10-03 02:18:05.716,9,3,2,2,2
109,1,1,10,1159842665716,2006-10-03 02:31:05.716,9,1,2,2,4
110,1,1,10,1159904979716,2006-10-03 19:49:39.716,9,3,2,2,2
111,1,1,20,1159907163716,2006-10-03 20:26:03.716,19,8,4,4,3
112,1,3,20,1159907592716,2006-10-03 20:33:12.716,17,5,4,4,4
113,1,1,10,1159909127716,2006-10-03 20:58:47.716,9,1,2,2,4
114,1,1,10,1159909327716,2006-10-03 21:02:07.716,9,1,2,2,4
115,1,3,20,1159910044716,2006-10-03 21:14:04.716,17,4,4,4,5
116,1,1,10,1159912187716,2006-10-03 21:49:47.716,9,3,2,2,2
117,1,1,10,1159912770716,2006-10-03 21:59:30.716,9,3,2,2,2
118,1,1,10,1159915296716,2006-10-03 22:41:36.716,9,2,2,2,3
119,3,106,810,1159916135716,2006-10-03 22:55:35.716,704,242,172,158,132
120,1,1,10,1159918173716,2006-10-03 23:29:33.716,9,3,2,2,2
121,3,145,790,1159919683716,2006-10-03 23:54:43.716,645,143,161,161,180
122,1,1,10,1159921566716,2006-10-04 00:26:06.716,9,2,2,2,3
123,1,1,10,1159922942716,2006-10-04 00:49:02.716,9,2,2,2,3
124,1,1,10,1159923251716,2006-10-04 00:54:11.716,9,4,2,2,1
125,1,1,10,1159925165716,2006-10-04 01:26:05.716,9,1,2,2,4
126,1,1,10,1159925240716,2006-10-04 01:27:20.716,9,3,2,2,2
127,1,1,10,1159925790716,2006-10-04 01:36:30.716,9,3,2,2,2
128,1,1,10,1159940496716,2006-10-04 05:41:36.716,9,4,2,2,1
129,1,2,20,1159941362716,2006-10-04 05:56:02.716,18,9,2,4,3
130,1,1,10,1159985916716,2006-10-04 18:18:36.716,9,4,2,2,1
131,1,1,10,1159987291716,2006-10-04 18:41:31.716,9,1,2,2,4
132,1,2,40,1159987647716,2006-10-04 18:47:27.716,38,10,9,9,10
133,1,4,40,1159988156716,2006-10-04 18:55:56.716,36,11,9,9,7
134,1,1,10,1159988953716,2006-10-04 19:09:13.716,9,3,2,2,2
135,1,10,110,1159989135716,2006-10-04 19:12:15.716,100,26,25,25,24
136,1,14,110,1159989875716,2006-10-04 19:24:35.716,96,31,24,24,17
137,1,17,110,1159990360716,2006-10-04 19:32:40.716,93,46,9,20,18
138,1,5,50,1159992590716,2006-10-04 20:09:50.716,45,15,10,11,9
139,1,1,10,1159994002716,2006-10-04 20:33:22.716,9,3,2,2,2
140,1,1,10,1159994814716,2006-10-04 20:46:54.716,9,2,2,2,3
141,1,9,110,1159996566716,2006-10-04 21:16:06.716,101,47,10,25,19
142,1,6,50,1159997468716,2006-10-04 21:31:08.716,44,20,10,6,8
143,1,10,110,1160000161716,2006-10-04 22:16:01.716,100,40,20,23,17
144,1,4,50,1160000426716,2006-10-04 22:20:26.716,46,20,9,11,6
145,1,12,220,1160000499716,2006-10-04 22:21:39.716,208,60,52,52,44
146,1,1,10,1160000709716,2006-10-04 22:25:09.716,9,2,2,2,3
147,1,13,110,1160000859716,2006-10-04 22:27:39.716,97,48,16,23,10
148,1,1,10,1160001258716,2006-10-04 22:34:18.716,9,3,2,2,2
149,1,1,10,1160001538716,2006-10-04 22:38:58.716,9,4,2,2,1
150,1,1,10,1160001579716,2006-10-04 22:39:39.716,9,1,2,2,4
151,1,1,10,1160001632716,2006-10-04 22:40:32.716,9,3,2,2,2
152,1,1,10,1160002910716,2006-10-04 23:01:50.716,9,2,2,2,3
153,1,13,110,1160003343716,2006-10-04 23:09:03.716,97,19,24,24,30
154,1,1,10,1160003787716,2006-10-04 23:16:27.716,9,1,2,2,4
155,1,1,10,1160005190716,2006-10-04 23:39:50.716,9,1,2,2,4
156,1,1,10,1160005493716,2006-10-04 23:44:53.716,9,3,2,2,2
157,1,1,10,1160005596716,2006-10-04 23:46:36.716,9,2,2,2,3
158,1,1,20,1160008462716,2006-10-05 00:34:22.716,19,3,4,4,8
159,1,1,10,1160010287716,2006-10-05 01:04:47.716,9,4,2,2,1
160,1,1,10,1160010372716,2006-10-05 01:06:12.716,9,1,2,2,4
161,1,15,110,1160010946716,2006-10-05 01:15:46.716,95,27,23,23,22
162,1,1,10,1160011188716,2006-10-05 01:19:48.716,9,3,2,2,2
163,1,1,10,1160011874716,2006-10-05 01:31:14.716,9,3,2,2,2
164,1,1,10,1160012502716,2006-10-05 01:41:42.716,9,2,2,2,3
165,1,1,10,1160013296716,2006-10-05 01:54:56.716,9,4,2,2,1
166,1,1,10,1160013428716,2006-10-05 01:57:08.716,9,3,2,2,2
167,1,1,10,1160013501716,2006-10-05 01:58:21.716,9,1,2,2,4
168,1,6,110,1160013575716,2006-10-05 01:59:35.716,104,52,24,17,11
169,1,15,110,1160013860716,2006-10-05 02:04:20.716,95,30,23,23,19
170,1,1,10,1160037124716,2006-10-05 08:32:04.716,9,4,2,2,1
171,1,2,50,1160037167716,2006-10-05 08:32:47.716,48,23,9,7,9
172,1,31,250,1160037281716,2006-10-05 08:34:41.716,219,94,44,54,27
173,1,51,610,1160038140716,2006-10-05 08:49:00.716,559,162,139,139,119
174,1,1,10,1160072660716,2006-10-05 18:24:20.716,9,4,2,2,1
175,1,8,110,1160074010716,2006-10-05 18:46:50.716,102,49,14,20,19
176,1,1,10,1160076483716,2006-10-05 19:28:03.716,9,3,2,2,2
177,1,65,610,1160090983716,2006-10-05 23:29:43.716,545,221,115,116,93
178,1,1,10,1160092149716,2006-10-05 23:49:09.716,9,3,2,2,2
179,1,1,10,1160092166716,2006-10-05 23:49:26.716,9,1,2,2,4
180,1,5,50,1160092321716,2006-10-05 23:52:01.716,45,10,11,11,13
181,1,1,20,1160092477716,2006-10-05 23:54:37.716,19,4,4,4,7
182,1,20,110,1160092976716,2006-10-06 00:02:56.716,90,45,9,18,18
183,1,110,610,1160093142716,2006-10-06 00:05:42.716,500,228,65,108,99
184,1,9,110,1160093539716,2006-10-06 00:12:19.716,101,40,25,21,15
185,1,16,110,1160094627716,2006-10-06 00:30:27.716,94,40,16,22,16
186,1,3,20,1160095173716,2006-10-06 00:39:33.716,17,5,4,4,4
187,1,1,10,1160095359716,2006-10-06 00:42:39.716,9,4,2,2,1
188,1,1,10,1160095513716,2006-10-06 00:45:13.716,9,3,2,2,2
189,1,1,10,1160095989716,2006-10-06 00:53:09.716,9,1,2,2,4
190,1,1,10,1160096048716,2006-10-06 00:54:08.716,9,3,2,2,2
191,1,1,10,1160096132716,2006-10-06 00:55:32.716,9,2,2,2,3
192,1,1,10,1160096252716,2006-10-06 00:57:32.716,9,4,2,2,1
193,1,1,10,1160096304716,2006-10-06 00:58:24.716,9,1,2,2,4
194,1,1,10,1160096950716,2006-10-06 01:09:10.716,9,4,2,2,1
195,1,1,10,1160097102716,2006-10-06 01:11:42.716,9,2,2,2,3
196,1,1,10,1160097750716,2006-10-06 01:22:30.716,9,2,2,2,3
197,7,717,3890,1160098064716,2006-10-06 01:27:44.716,3173,1540,716,522,395
198,1,3,20,1160098123716,2006-10-06 01:28:43.716,17,3,4,4,6
199,1,3,20,1160098257716,2006-10-06 01:30:57.716,17,3,4,4,6
200,1,2,20,1160098506716,2006-10-06 01:35:06.716,18,6,4,4,4
201,7,243,3890,1160099128716,2006-10-06 01:45:28.716,3647,915,911,911,910
202,1,15,210,1160099562716,2006-10-06 01:52:42.716,195,44,48,48,55
203,1,1,10,1160102680716,2006-10-06 02:44:40.716,9,4,2,2,1
204,1,1,10,1160103473716,2006-10-06 02:57:53.716,9,1,2,2,4
205,1,1,10,1160103881716,2006-10-06 03:04:41.716,9,3,2,2,2
206,1,1,10,1160104008716,2006-10-06 03:06:48.716,9,4,2,2,1
207,1,1,10,1160104240716,2006-10-06 03:10:40.716,9,4,2,2,1
208,1,1,10,1160104827716,2006-10-06 03:20:27.716,9,3,2,2,2
209,1,1,10,1160105349716,2006-10-06 03:29:09.716,9,4,2,2,1
210,1,1,10,1160105460716,2006-10-06 03:31:00.716,9,3,2,2,2
211,1,1,10,1160105731716,2006-10-06 03:35:31.716,9,2,2,2,3
212,1,1,10,1160106067716,2006-10-06 03:41:07.716,9,3,2,2,2
213,1,1,10,1160106200716,2006-10-06 03:43:20.716,9,3,2,2,2
214,1,1,10,1160106299716,2006-10-06 03:44:59.716,9,3,2,2,2
215,1,1,10,1160106404716,2006-10-06 03:46:44.716,9,4,2,2,1
216,1,1,20,1160106559716,2006-10-06 03:49:19.716,19,9,4,3,3
217,1,3,20,1160106748716,2006-10-06 03:52:28.716,17,3,4,4,6
218,1,2,20,1160106968716,2006-10-06 03:56:08.716,18,9,3,4,2
219,1,72,410,1160107157716,2006-10-06 03:59:17.716,338,67,84,84,103
220,1,23,160,1160107700716,2006-10-06 04:08:20.716,137,37,34,34,32
221,1,55,410,1160108168716,2006-10-06 04:16:08.716,355,162,58,81,54
222,1,9,150,1160108938716,2006-10-06 04:28:58.716,141,50,34,34,23
223,1,15,150,1160109617716,2006-10-06 04:40:17.716,135,61,20,30,24
224,1,13,150,1160109834716,2006-10-06 04:43:54.716,137,42,34,34,27
225,1,12,150,1160110380716,2006-10-06 04:53:00.716,138,52,33,29,24
226,1,37,190,1160110758716,2006-10-06 04:59:18.716,153,31,38,38,46
227,1,22,210,1160110938716,2006-10-06 05:02:18.716,188,37,47,47,57
228,1,75,410,1160111218716,2006-10-06 05:06:58.716,335,114,82,76,63
229,1,59,410,1160112681716,2006-10-06 05:31:21.716,351,106,87,87,71
230,1,27,160,1160113329716,2006-10-06 05:42:09.716,133,57,25,33,18
231,1,23,190,1160113812716,2006-10-06 05:50:12.716,167,67,28,41,31
232,1,28,210,1160114155716,2006-10-06 05:55:55.716,182,55,45,45,37
233,1,50,410,1160114585716,2006-10-06 06:03:05.716,360,95,90,90,85
234,1,1,10,1160115231716,2006-10-06 06:13:51.716,9,2,2,2,3
235,1,3,20,1160115653716,2006-10-06 06:20:53.716,17,3,4,4,6
236,1,1,20,1160116304716,2006-10-06 06:31:44.716,19,6,4,4,5
237,1,1,20,1160116820716,2006-10-06 06:40:20.716,19,5,4,4,6
238,1,2,20,1160117209716,2006-10-06 06:46:49.716,18,3,4,4,7
239,1,1,20,1160117378716,2006-10-06 06:49:38.716,19,6,4,4,5
240,1,3,20,1160117549716,2006-10-06 06:52:29.716,17,8,3,3,3
241,1,79,410,1160117928716,2006-10-06 06:58:48.716,331,154,63,72,42
242,1,76,410,1160119125716,2006-10-06 07:18:45.716,334,158,44,79,53
243,1,24,230,1160119764716,2006-10-06 07:29:24.716,206,58,51,51,46
244,1,15,290,1160120136716,2006-10-06 07:35:36.716,275,120,66,49,40
245,1,54,290,1160121510716,2006-10-06 07:58:30.716,236,107,58,56,15
246,1,1,10,1160122155716,2006-10-06 08:09:15.716,9,4,2,2,1
247,1,3,20,1160122419716,2006-10-06 08:13:39.716,17,3,4,4,6
248,1,3,20,1160122823716,2006-10-06 08:20:23.716,17,8,2,4,3
249,1,51,290,1160123284716,2006-10-06 08:28:04.716,239,94,58,47,40
250,1,1,20,1160124360716,2006-10-06 08:46:00.716,19,9,3,4,3
251,1,2,20,1160126579716,2006-10-06 09:22:59.716,18,3,4,4,7
252,1,1,10,1160127821716,2006-10-06 09:43:41.716,9,4,2,2,1
253,1,1,20,1160129300716,2006-10-06 10:08:20.716,19,3,4,4,8
254,1,1,10,1160155780716,2006-10-06 17:29:40.716,9,4,2,2,1
255,1,54,410,1160156126716,2006-10-06 17:35:26.716,356,146,71,89,50
256,2,85,450,1160156542716,2006-10-06 17:42:22.716,365,182,48,67,68
257,1,63,410,1160159776716,2006-10-06 18:36:16.716,347,170,72,43,62
258,1,1,10,1160162032716,2006-10-06 19:13:52.716,9,3,2,2,2
259,1,3,50,1160162120716,2006-10-06 19:15:20.716,47,19,9,10,9
260,1,7,50,1160163130716,2006-10-06 19:32:10.716,43,21,4,10,8
261,1,21,110,1160163754716,2006-10-06 19:42:34.716,89,44,20,8,17
262,1,7,110,1160164654716,2006-10-06 19:57:34.716,103,24,25,25,29
263,1,52,410,1160164797716,2006-10-06 19:59:57.716,358,131,82,76,69
264,1,19,110,1160165733716,2006-10-06 20:15:33.716,91,21,22,22,26
265,1,17,110,1160166663716,2006-10-06 20:31:03.716,93,20,23,23,27
266,1,1,10,1160167496716,2006-10-06 20:44:56.716,9,4,2,2,1
267,6,245,1580,1160167552716,2006-10-06 20:45:52.716,1335,315,333,333,354
268,7,202,1950,1160170943716,2006-10-06 21:42:23.716,1748,860,118,432,338
269,1,33,360,1160173176716,2006-10-06 22:19:36.716,327,156,54,80,37
270,1,3,20,1160173653716,2006-10-06 22:27:33.716,17,8,2,4,3
271,4,295,1720,1160173950716,2006-10-06 22:32:30.716,1425,290,356,356,423
272,1,73,410,1160175148716,2006-10-06 22:52:28.716,337,165,80,65,27
273,1,179,960,1160180502716,2006-10-07 00:21:42.716,781,192,195,195,199
274,1,243,1920,1160182806716,2006-10-07 01:00:06.716,1677,614,401,372,290
275,1,62,500,1160187064716,2006-10-07 02:11:04.716,438,181,95,107,55
276,1,10,60,1160188424716,2006-10-07 02:33:44.716,50,13,12,12,13
277,1,42,290,1160188739716,2006-10-07 02:38:59.716,248,111,46,42,49
278,1,32,210,1160189632716,2006-10-07 02:53:52.716,178,37,44,44,53
279,1,35,210,1160190209716,2006-10-07 03:03:29.716,175,52,43,43,37
280,2,368,2010,1160190891716,2006-10-07 03:14:51.716,1642,608,401,399,234
281,1,2,20,1160204698716,2006-10-07 07:04:58.716,18,8,4,3,3
282,2,213,2010,1160253070716,2006-10-07 20:31:10.716,1797,646,389,424,338
283,2,128,2010,1160288100716,2006-10-08 06:15:00.716,1882,530,470,470,412
284,1,16,120,1160289622716,2006-10-08 06:40:22.716,104,21,26,26,31
285,1,1,10,1160290286716,2006-10-08 06:51:26.716,9,2,2,2,3
286,1,1,10,1160291204716,2006-10-08 07:06:44.716,9,1,2,2,4
287,1,1,10,1160291464716,2006-10-08 07:11:04.716,9,4,2,2,1
288,1,26,290,1160291968716,2006-10-08 07:19:28.716,264,84,62,66,52
289,1,40,290,1160295185716,2006-10-08 08:13:05.716,250,92,61,53,44
290,1,1,10,1160296680716,2006-10-08 08:38:00.716,9,1,2,2,4
291,2,31,570,1160332719716,2006-10-08 18:38:39.716,539,132,134,134,139
292,2,185,1070,1160336662716,2006-10-08 19:44:22.716,885,189,221,221,254
293,2,111,1070,1160337647716,2006-10-08 20:00:47.716,959,226,239,239,255
294,2,73,1070,1160338500716,2006-10-08 20:15:00.716,997,371,197,230,199
295,2,137,1070,1160339298716,2006-10-08 20:28:18.716,933,449,208,231,45
296,2,177,1070,1160340114716,2006-10-08 20:41:54.716,893,320,199,197,177
297,1,1,10,1160343404716,2006-10-08 21:36:44.716,9,2,2,2,3
298,1,1,10,1160379403716,2006-10-09 07:36:43.716,9,4,2,2,1
299,1,1,10,1160380729716,2006-10-09 07:58:49.716,9,3,2,2,2
300,2,61,1070,1160405749716,2006-10-09 14:55:49.716,1009,251,252,252,254
301,2,138,1070,1160407400716,2006-10-09 15:23:20.716,932,338,232,197,165
302,2,140,1070,1160409032716,2006-10-09 15:50:32.716,930,243,232,232,223
303,1,1,10,1160410267716,2006-10-09 16:11:07.716,9,2,2,2,3
304,2,170,1070,1160410449716,2006-10-09 16:14:09.716,900,359,177,189,175
305,1,1,10,1160411548716,2006-10-09 16:32:28.716,9,3,2,2,2
306,2,67,530,1160412172716,2006-10-09 16:42:52.716,463,145,113,113,92
307,1,1,10,1160412742716,2006-10-09 16:52:22.716,9,1,2,2,4
308,2,340,2010,1160414343716,2006-10-09 17:19:03.716,1670,597,374,408,291
309,2,61,680,1160414933716,2006-10-09 17:28:53.716,619,230,116,153,120
310,1,1,10,1160415212716,2006-10-09 17:33:32.716,9,2,2,2,3
311,2,71,1160,1160415475716,2006-10-09 17:37:55.716,1089,263,272,272,282
312,1,1,10,1160415805716,2006-10-09 17:43:25.716,9,3,2,2,2
313,7,756,3890,1160415952716,2006-10-09 17:45:52.716,3134,1448,700,667,319
314,1,1,10,1160417601716,2006-10-09 18:13:21.716,9,4,2,2,1
315,7,600,3890,1160418191716,2006-10-09 18:23:11.716,3290,926,822,822,720
316,1,3,30,1160419360716,2006-10-09 18:42:40.716,27,6,6,6,9
317,7,295,3890,1160419587716,2006-10-09 18:46:27.716,3595,1354,729,822,690
318,7,271,3690,1160420993716,2006-10-09 19:09:53.716,3419,1339,662,797,621
319,1,2,30,1160421255716,2006-10-09 19:14:15.716,28,7,7,7,7
320,1,3,30,1160421846716,2006-10-09 19:24:06.716,27,11,6,5,5
321,1,4,30,1160422842716,2006-10-09 19:40:42.716,26,9,6,6,5
322,1,4,30,1160423305716,2006-10-09 19:48:25.716,26,11,6,4,5
323,1,1,20,1160424247716,2006-10-09 20:04:07.716,19,6,4,4,5
324,7,529,2740,1160424554716,2006-10-09 20:09:14.716,2211,1082,192,552,385
325,1,1,10,1160424605716,2006-10-09 20:10:05.716,9,1,2,2,4
326,1,3,30,1160425084716,2006-10-09 20:18:04.716,27,6,6,6,9
327,1,4,30,1160425472716,2006-10-09 20:24:32.716,26,10,6,5,5
328,1,3,30,1160426001716,2006-10-09 20:33:21.716,27,12,4,6,5
329,1,1,10,1160427404716,2006-10-09 20:56:44.716,9,1,2,2,4
330,1,3,30,1160427821716,2006-10-09 21:03:41.716,27,5,6,6,10
331,1,4,30,1160428320716,2006-10-09 21:12:00.716,26,11,6,4,5
332,2,104,2010,1160432357716,2006-10-09 22:19:17.716,1906,627,424,475,380
333,2,67,1000,1160432986716,2006-10-09 22:29:46.716,933,329,221,218,165
334,2,114,2010,1160433404716,2006-10-09 22:36:44.716,1896,663,457,465,311
335,2,112,2010,1160434258716,2006-10-09 22:50:58.716,1898,425,474,474,525
336,2,358,2010,1160435002716,2006-10-09 23:03:22.716,1652,826,176,381,269
337,2,312,2010,1160435777716,2006-10-09 23:16:17.716,1698,838,300,364,196
338,2,152,1260,1160441432716,2006-10-10 00:50:32.716,1108,438,261,235,174
339,2,49,770,1160442025716,2006-10-10 01:00:25.716,721,228,175,177,141
340,1,3,30,1160444789716,2006-10-10 01:46:29.716,27,5,6,6,10
341,1,7,60,1160445559716,2006-10-10 01:59:19.716,53,14,13,13,13
342,1,4,60,1160446551716,2006-10-10 02:15:51.716,56,20,12,13,11
343,1,28,250,1160448630716,2006-10-10 02:50:30.716,222,77,49,54,42
344,1,1,10,1160450804716,2006-10-10 03:26:44.716,9,2,2,2,3
345,1,37,260,1160453851716,2006-10-10 04:17:31.716,223,62,55,55,51
346,1,56,390,1160505600716,2006-10-10 18:40:00.716,334,123,62,83,66
347,1,22,390,1160506601716,2006-10-10 18:56:41.716,368,141,74,83,70
348,1,1,10,1160511210716,2006-10-10 20:13:30.716,9,4,2,2,1
349,1,1,10,1160511491716,2006-10-10 20:18:11.716,9,4,2,2,1
350,1,48,390,1160511558716,2006-10-10 20:19:18.716,342,147,43,84,68
351,1,69,390,1160512096716,2006-10-10 20:28:16.716,321,155,53,75,38
