Unnamed: 0,max_concurrent_tasks,aggregation_queries_count,total_queries_count,ts_submit,ts_submit_dt,standard_queries_count,first_name_queries_count,last_name_queries_count,country_queries_count,other_queries_count
196,1,1,10,1160097750716,2006-09-20 01:18:36.841438645,9,2,2,2,3
197,7,717,3890,1160098064716,2006-09-20 01:18:39.016027152,3173,1540,716,522,395
198,1,3,20,1160098123716,2006-09-20 01:18:39.424628177,17,3,4,4,6
199,1,3,20,1160098257716,2006-09-20 01:18:40.352637285,17,3,4,4,6
200,1,2,20,1160098506716,2006-09-20 01:18:42.077072120,18,6,4,4,4
201,7,243,3890,1160099128716,2006-09-20 01:18:46.384696487,3647,915,911,911,910
202,1,15,210,1160099562716,2006-09-20 01:18:49.390337926,195,44,48,48,55
203,1,1,10,1160102680716,2006-09-20 01:19:10.983863288,9,4,2,2,1
204,1,1,10,1160103473716,2006-09-20 01:19:16.475738084,9,1,2,2,4
205,1,1,10,1160103881716,2006-09-20 01:19:19.301318054,9,3,2,2,2
206,1,1,10,1160104008716,2006-09-20 01:19:20.180849075,9,4,2,2,1
207,1,1,10,1160104240716,2006-09-20 01:19:21.787551411,9,4,2,2,1
208,1,1,10,1160104827716,2006-09-20 01:19:25.852785339,9,3,2,2,2
209,1,1,10,1160105349716,2006-09-20 01:19:29.467865595,9,4,2,2,1
210,1,1,10,1160105460716,2006-09-20 01:19:30.236589558,9,3,2,2,2
211,1,1,10,1160105731716,2006-09-20 01:19:32.113384097,9,2,2,2,3
212,1,1,10,1160106067716,2006-09-20 01:19:34.440332308,9,3,2,2,2
213,1,1,10,1160106200716,2006-09-20 01:19:35.361415975,9,3,2,2,2
214,1,1,10,1160106299716,2006-09-20 01:19:36.047034644,9,3,2,2,2
215,1,1,10,1160106404716,2006-09-20 01:19:36.774205960,9,4,2,2,1
216,1,1,20,1160106559716,2006-09-20 01:19:37.847649331,19,9,4,3,3
217,1,3,20,1160106748716,2006-09-20 01:19:39.156557700,17,3,4,4,6
218,1,2,20,1160106968716,2006-09-20 01:19:40.680154743,18,9,3,4,2
219,1,72,410,1160107157716,2006-09-20 01:19:41.989063111,338,67,84,84,103
220,1,23,160,1160107700716,2006-09-20 01:19:45.749577631,137,37,34,34,32
221,1,55,410,1160108168716,2006-09-20 01:19:48.990684068,355,162,58,81,54
222,1,9,150,1160108938716,2006-09-20 01:19:54.323273718,141,50,34,34,23
223,1,15,150,1160109617716,2006-09-20 01:19:59.025648227,135,61,20,30,24
224,1,13,150,1160109834716,2006-09-20 01:20:00.528468947,137,42,34,34,27
225,1,12,150,1160110380716,2006-09-20 01:20:04.309759790,138,52,33,29,24
226,1,37,190,1160110758716,2006-09-20 01:20:06.927576527,153,31,38,38,46
227,1,22,210,1160110938716,2006-09-20 01:20:08.174155926,188,37,47,47,57
228,1,75,410,1160111218716,2006-09-20 01:20:10.113279435,335,114,82,76,63
229,1,59,410,1160112681716,2006-09-20 01:20:20.245199770,351,106,87,87,71
230,1,27,160,1160113329716,2006-09-20 01:20:24.732885606,133,57,25,33,18
231,1,23,190,1160113812716,2006-09-20 01:20:28.077873659,167,67,28,41,31
232,1,28,210,1160114155716,2006-09-20 01:20:30.453299958,182,55,45,45,37
233,1,50,410,1160114585716,2006-09-20 01:20:33.431239633,360,95,90,90,85
234,1,1,10,1160115231716,2006-09-20 01:20:37.905074586,9,2,2,2,3
235,1,3,20,1160115653716,2006-09-20 01:20:40.827610732,17,3,4,4,6
236,1,1,20,1160116304716,2006-09-20 01:20:45.336072891,19,6,4,4,5
237,1,1,20,1160116820716,2006-09-20 01:20:48.909600500,19,5,4,4,6
238,1,2,20,1160117209716,2006-09-20 01:20:51.603597090,18,3,4,4,7
239,1,1,20,1160117378716,2006-09-20 01:20:52.773996636,19,6,4,4,5
240,1,3,20,1160117549716,2006-09-20 01:20:53.958247065,17,8,3,3,3
241,1,79,410,1160117928716,2006-09-20 01:20:56.582989244,331,154,63,72,42
242,1,76,410,1160119125716,2006-09-20 01:21:04.872742245,334,158,44,79,53
243,1,24,230,1160119764716,2006-09-20 01:21:09.298099111,206,58,51,51,46
244,1,15,290,1160120136716,2006-09-20 01:21:11.874363201,275,120,66,49,40
245,1,54,290,1160121510716,2006-09-20 01:21:21.389919278,236,107,58,56,15
246,1,1,10,1160122155716,2006-09-20 01:21:25.856828791,9,4,2,2,1
247,1,3,20,1160122419716,2006-09-20 01:21:27.685145242,17,3,4,4,6
248,1,3,20,1160122823716,2006-09-20 01:21:30.483023448,17,8,2,4,3
249,1,51,290,1160123284716,2006-09-20 01:21:33.675651797,239,94,58,47,40
250,1,1,20,1160124360716,2006-09-20 01:21:41.127426425,19,9,3,4,3
251,1,2,20,1160126579716,2006-09-20 01:21:56.494980235,18,3,4,4,7
252,1,1,10,1160127821716,2006-09-20 01:22:05.096378086,9,4,2,2,1
253,1,1,20,1160129300716,2006-09-20 01:22:15.339105479,19,3,4,4,8
254,1,1,10,1160155780716,2006-09-20 01:25:18.724785916,9,4,2,2,1
255,1,54,410,1160156126716,2006-09-20 01:25:21.120988538,356,146,71,89,50
256,2,85,450,1160156542716,2006-09-20 01:25:24.001972037,365,182,48,67,68
257,1,63,410,1160159776716,2006-09-20 01:25:46.398848568,347,170,72,43,62
258,1,1,10,1160162032716,2006-09-20 01:26:02.022643699,9,3,2,2,2
259,1,3,50,1160162120716,2006-09-20 01:26:02.632082516,47,19,9,10,9
260,1,7,50,1160163130716,2006-09-20 01:26:09.626778031,43,21,4,10,8
261,1,21,110,1160163754716,2006-09-20 01:26:13.948253280,89,44,20,8,17
262,1,7,110,1160164654716,2006-09-20 01:26:20.181150274,103,24,25,25,29
263,1,52,410,1160164797716,2006-09-20 01:26:21.171488351,358,131,82,76,69
264,1,19,110,1160165733716,2006-09-20 01:26:27.653701225,91,21,22,22,26
265,1,17,110,1160166663716,2006-09-20 01:26:34.094361452,93,20,23,23,27
266,1,1,10,1160167496716,2006-09-20 01:26:39.863253891,9,4,2,2,1
267,6,245,1580,1160167552716,2006-09-20 01:26:40.251078593,1335,315,333,333,354
268,7,202,1950,1160170943716,2006-09-20 01:27:03.735249377,1748,860,118,432,338
269,1,33,360,1160173176716,2006-09-20 01:27:19.199759363,327,156,54,80,37
270,1,3,20,1160173653716,2006-09-20 01:27:22.503194769,17,8,2,4,3
271,4,295,1720,1160173950716,2006-09-20 01:27:24.560050777,1425,290,356,356,423
272,1,73,410,1160175148716,2006-09-20 01:27:32.856729220,337,165,80,65,27
273,1,179,960,1160180502716,2006-09-20 01:28:09.935540891,781,192,195,195,199
274,1,243,1920,1160182806716,2006-09-20 01:28:25.891757195,1677,614,401,372,290
275,1,62,500,1160187064716,2006-09-20 01:28:55.380285416,438,181,95,107,55
276,1,10,60,1160188424716,2006-09-20 01:29:04.798885318,50,13,12,12,13
277,1,42,290,1160188739716,2006-09-20 01:29:06.980399266,248,111,46,42,49
278,1,32,210,1160189632716,2006-09-20 01:29:13.164818172,178,37,44,44,53
279,1,35,210,1160190209716,2006-09-20 01:29:17.160797689,175,52,43,43,37
280,2,368,2010,1160190891716,2006-09-20 01:29:21.883948522,1642,608,401,399,234
281,1,2,20,1160204698716,2006-09-20 01:30:57.503513846,18,8,4,3,3
282,2,213,2010,1160253070716,2006-09-20 01:36:32.500950933,1797,646,389,424,338
283,2,128,2010,1160288100716,2006-09-20 01:40:35.099152810,1882,530,470,470,412
284,1,16,120,1160289622716,2006-09-20 01:40:45.639674170,104,21,26,26,31
285,1,1,10,1160290286716,2006-09-20 01:40:50.238167063,9,2,2,2,3
286,1,1,10,1160291204716,2006-09-20 01:40:56.595721997,9,1,2,2,4
287,1,1,10,1160291464716,2006-09-20 01:40:58.396336684,9,4,2,2,1
288,1,26,290,1160291968716,2006-09-20 01:41:01.886759000,264,84,62,66,52
289,1,40,290,1160295185716,2006-09-20 01:41:24.165903032,250,92,61,53,44
290,1,1,10,1160296680716,2006-09-20 01:41:34.519437483,9,1,2,2,4
291,2,31,570,1160332719716,2006-09-20 01:45:44.105409433,539,132,134,134,139
292,2,185,1070,1160336662716,2006-09-20 01:46:11.412423707,885,189,221,221,254
293,2,111,1070,1160337647716,2006-09-20 01:46:18.233983194,959,226,239,239,255
294,2,73,1070,1160338500716,2006-09-20 01:46:24.141384456,997,371,197,230,199
295,2,137,1070,1160339298716,2006-09-20 01:46:29.667886457,933,449,208,231,45
296,2,177,1070,1160340114716,2006-09-20 01:46:35.319046398,893,320,199,197,177
297,1,1,10,1160343404716,2006-09-20 01:46:58.103747631,9,2,2,2,3
298,1,1,10,1160379403716,2006-09-20 01:51:07.412701937,9,4,2,2,1
299,1,1,10,1160380729716,2006-09-20 01:51:16.595836841,9,3,2,2,2
300,2,61,1070,1160405749716,2006-09-20 01:54:09.870373265,1009,251,252,252,254
301,2,138,1070,1160407400716,2006-09-20 01:54:21.304276528,932,338,232,197,165
302,2,140,1070,1160409032716,2006-09-20 01:54:32.606596410,930,243,232,232,223
303,1,1,10,1160410267716,2006-09-20 01:54:41.159516174,9,2,2,2,3
304,2,170,1070,1160410449716,2006-09-20 01:54:42.419946455,900,359,177,189,175
305,1,1,10,1160411548716,2006-09-20 01:54:50.031006228,9,3,2,2,2
306,2,67,530,1160412172716,2006-09-20 01:54:54.352481477,463,145,113,113,92
307,1,1,10,1160412742716,2006-09-20 01:54:58.299982906,9,1,2,2,4
308,2,340,2010,1160414343716,2006-09-20 01:55:09.387614114,1670,597,374,408,291
309,2,61,680,1160414933716,2006-09-20 01:55:13.473624366,619,230,116,153,120
310,1,1,10,1160415212716,2006-09-20 01:55:15.405822434,9,2,2,2,3
311,2,71,1160,1160415475716,2006-09-20 01:55:17.227213444,1089,263,272,272,282
312,1,1,10,1160415805716,2006-09-20 01:55:19.512609008,9,3,2,2,2
313,7,756,3890,1160415952716,2006-09-20 01:55:20.530648851,3134,1448,700,667,319
314,1,1,10,1160417601716,2006-09-20 01:55:31.950701231,9,4,2,2,1
315,7,600,3890,1160418191716,2006-09-20 01:55:36.036711483,3290,926,822,822,720
316,1,3,30,1160419360716,2006-09-20 01:55:44.132552133,27,6,6,6,9
317,7,295,3890,1160419587716,2006-09-20 01:55:45.704627264,3595,1354,729,822,690
318,7,271,3690,1160420993716,2006-09-20 01:55:55.441797456,3419,1339,662,797,621
319,1,2,30,1160421255716,2006-09-20 01:55:57.256263026,28,7,7,7,7
320,1,3,30,1160421846716,2006-09-20 01:56:01.349198718,27,11,6,5,5
321,1,4,30,1160422842716,2006-09-20 01:56:08.246938058,26,9,6,6,5
322,1,4,30,1160423305716,2006-09-20 01:56:11.453417289,26,11,6,4,5
323,1,1,20,1160424247716,2006-09-20 01:56:17.977182809,19,6,4,4,5
324,7,529,2740,1160424554716,2006-09-20 01:56:20.103293228,2211,1082,192,552,385
325,1,1,10,1160424605716,2006-09-20 01:56:20.456490724,9,1,2,2,4
326,1,3,30,1160425084716,2006-09-20 01:56:23.773777013,27,6,6,6,9
327,1,4,30,1160425472716,2006-09-20 01:56:26.460848162,26,10,6,5,5
328,1,3,30,1160426001716,2006-09-20 01:56:30.124406506,27,12,4,6,5
329,1,1,10,1160427404716,2006-09-20 01:56:39.840800375,9,1,2,2,4
330,1,3,30,1160427821716,2006-09-20 01:56:42.728709315,27,5,6,6,10
331,1,4,30,1160428320716,2006-09-20 01:56:46.184504426,26,11,6,4,5
332,2,104,2010,1160432357716,2006-09-20 01:57:14.142510163,1906,627,424,475,380
333,2,67,1000,1160432986716,2006-09-20 01:57:18.498612618,933,329,221,218,165
334,2,114,2010,1160433404716,2006-09-20 01:57:21.393446999,1896,663,457,465,311
